,business_id,ambiance_score,atmosphere_score,dessert_score,drinks_score,entertainment_score,experience_score,food_score,food_portion_score,kid_friendly_score,location_score,noise_level_score,price_score,seating_score,service_score,setting_score,space_score,waiting_time_score,Restaurants_good_for_groups_owner_provided,good_for_kids_owner_provided,restaurant_is_expensive_owner_provided,noise_level_owner_provided
507,i5C6RVgr03HSrgCl8oa1Fg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
508,iBBV8vesQ8fo2IQA7an1JA,Positive,Positive,No mention,No mention,Positive,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Positive,Positive,Positive,Negative,Negative,Positive
509,iBTc6XKgW5HESEZIii-G4g,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,Positive
510,iFlEWAwE1MwcXREzgLNIsQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,Positive,Negative,No mention
511,iHdrLu8deF5GceB0V1rPhA,Positive,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive
512,iIwnJPJJMVExGDwRE3UhUw,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention
513,iMTjejk6apJKzCukZnDw5A,Positive,Positive,Positive,No mention,No mention,No mention,Neutral,Negative,No mention,Positive,No mention,Negative,No mention,Neutral,Positive,Positive,Neutral,Positive,Positive,Negative,Positive
514,iXkQGJF88zOeXtHMjBmeZg,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention
515,icGg8xgDJVufg-xptMrDGw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,Positive,Negative,Positive
516,im1dUk7C1YoqT-KPKBF4Ng,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,No mention,Positive,No mention,No mention,Negative,Negative,Positive
517,j1yb8y-jFwpG_hW9AH3PrQ,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,Positive,Negative,Positive
518,j2JyjUtiSeZ7v47stnyR7w,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
519,j3Ml_qEFnDOaH5miNzG6xw,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
520,jR3sTUWCPuOCWpdm8Pn-wQ,No mention,Negative,No mention,No mention,No mention,Negative,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
521,jW4a3W9-UkFxpglHvo_Kqg,No mention,No mention,No mention,No mention,No mention,No mention,Neutral,Positive,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,No mention,Positive,Positive,Negative,Positive
522,jZAU0OShjmcxIhkruFlZng,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Positive,Positive
523,j_MFw1jIyDU_Nt-J4wKCHA,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Negative,No mention
524,j_m8zce-jSRQn5JmC633GQ,No mention,Positive,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Negative,Positive
525,jfRq1KtjEGyPoMo9HZVw2Q,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,No mention
526,jnDN1GNUqS1Zo5y8sStmbg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Negative,Positive
527,jrSC1bwN2lz9dVBrNTejSg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
528,jshnKTsnoXLSez5XD1qo7Q,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
529,jssubXBNkiSJIhbKuDtmpQ,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Negative,Positive,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
530,jtECV91z0BVPyeu90wnCjQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
531,jtgBkAQuchDYgkdsebzLsQ,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,No mention,No mention,Positive,Negative,Positive
532,ju4YP8SLdR_BmWr_-Xh83Q,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
533,k1XGvBoPAXdPoGC2W-f2aA,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,No mention,No mention,Positive,Positive,Negative,Positive
534,k3lTRgvPvYUI-cX7_TAqNA,Positive,Positive,Positive,Positive,Positive,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Positive,No mention,No mention,Positive,No mention,No mention
535,k6Ptrc94R-Mk549pDEVTFA,Negative,Neutral,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Neutral,Positive,No mention,No mention,Positive,Positive,Negative,Positive
536,kFdR21vPWa26COwiO7kOSQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention
537,kN1Z5QTAPqDgi-GG1sqacA,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention
538,kSKyOrJELZz_AzGkvnf8MA,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention
539,kZtl_NJjUnlIQgzFrBhXyQ,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Positive,Positive,Positive,Negative,Positive
540,kbWKwvLXfJm5sLVfw-Foww,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Negative,Positive
541,kcL3D2xK9_1Uyj8zRZMyvQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Negative,No mention
542,krTxH1a9kzWgwvt3PVH8pQ,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
543,kwtKZ3fzM5jlR8Z7KIA17g,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention
544,kxxexMsFL4xJLIafhXXFlw,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
545,l-rGtJt0E7PAklT0IK7oFQ,Positive,Positive,Positive,Positive,No mention,Positive,Positive,Positive,No mention,Positive,No mention,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
546,lBIIzOvyq4z6MDRmkrjpyw,No mention,No mention,Positive,Positive,No mention,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Positive,Positive,Negative,No mention
547,lNECraPTMtUPDJPjmF0tVA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
548,lNkxXDcNoHBpWDNPoZesYw,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention
549,lXgITG2Ji6mhAPOmw4TRng,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
550,lZ44dxn1TCzJaVBa8Ze8DQ,No mention,Negative,No mention,No mention,No mention,Negative,Positive,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Negative,Negative,Positive,Positive,Negative,Positive
551,l_slvEnh4v3W8BXF1gYlcQ,No mention,Positive,No mention,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Negative,Negative,Positive
552,lmKb382_WPMU4svBenUwHA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
553,lmQjsnT_IK_OOdsbghiojw,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Positive,Positive
554,lnGHZ_pEJNGT9pcGQ467Ew,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
555,lq7dE9c10OvRfd_edJoyMg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Negative,Positive
556,lu2UpRHLBZfvLG_caNEHKQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
557,m4kvY0viCwxqRtgOycnKVQ,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Negative,Positive,Negative,Positive
558,mAe2vv24uxf6MlR4-yXSSg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
559,mMuvlDGcJrokNFd4ob9tcw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention
560,mPKqBWLSD8wxJLJ_4juY2w,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention
561,mTXJ2v6HbikFjpDqeLyOnA,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
562,mZ-pJSdAVrBa7ioXVzE7-Q,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
563,mrIM3Ixs5s-0pmnoslgFWw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,No mention,Negative,Positive
564,mxZMSFUamk7SIf5ndCLAxA,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,No mention,No mention,No mention,Negative,Negative,No mention
565,n0Z10UAJO187H8Zp8gl-rw,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Negative,Negative,Positive
566,nB0dV8yPv29F3-CFMPG8cw,Positive,Positive,No mention,Positive,No mention,No mention,Neutral,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive,Positive,Negative,Positive
567,nMn4CTJQPXqpgLltYQrxMA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,Positive
568,nYPzsOjvida-ne7swSPHpA,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Neutral,No mention,Negative,No mention,Negative,No mention,Neutral,Positive,Neutral,Neutral,Positive,Positive,Negative,Positive
569,noiUCN8A9Vdm9pUbWX6K-w,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,Negative,Positive,No mention,No mention,No mention,Positive,Positive,Positive,Positive
570,o4IiNbNybcy-L4vzTSoDJw,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,Neutral,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Negative,Positive
571,o9dB3ptlB9qdiOvJzMeSLw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
572,oGDGlUbOjHxmmCh8ZYcDCg,Positive,Positive,Positive,Positive,Positive,Positive,Positive,No mention,No mention,Positive,No mention,Negative,No mention,Positive,Negative,Neutral,Negative,Positive,Negative,Positive,Positive
573,oTcezJoCe30NrwiNFsoLXQ,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Positive,Positive
574,odpuyU1jGDhhQ54d3dG3sQ,Negative,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
575,oinV9xrSkR3b_T8sK1nsqg,Negative,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,Negative,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Positive,No mention
576,oktohqIGhMQxOP7h5ugHlg,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,Positive,Positive
577,ol6ATB97MdIuhm6yAGOeMQ,Positive,Positive,No mention,Positive,No mention,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Neutral,Positive,Positive,No mention,No mention,Positive,Negative,Positive
578,omnCKxL0f_akh0eYeJxjDg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Negative,Negative,Positive
579,onLwomlGswMhhmOEAeAVEg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Positive,Positive,Negative,Positive
580,oq4-qHT6EJeR81GBDq1OVg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
581,ouQpkEJnFZzJy86ECkcTzQ,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,Positive
582,p5rXRkSJtAKcWd4GY71avQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
583,p73i2GDzPRZJbYBa8qtpSQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,Positive
584,pWDE_rueENu_f5HKA_AsWw,No mention,Positive,Positive,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
585,pqF3WkYktbR28uk2PSR7Rg,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Negative,Negative,Negative
586,pxIS0DCYF_CNeRICoVeDzw,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention
587,q-1ICFSqs2MwDGfe5tX-SQ,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
588,q0DRuEAxE5i57xNSTrDP4Q,Positive,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
589,q2Ao2HQyhvcT9UG-5-ZGYg,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,No mention
590,q36uZc2hQml10YGHazJaoQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Positive
591,q6661I3CGW0UB740E5Zjfw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Negative,Negative,Positive,Positive,Negative,Positive
592,q75UQjNm6AEK4XNnkDLxTQ,Negative,Negative,No mention,Neutral,No mention,Negative,Positive,No mention,No mention,Positive,No mention,Negative,No mention,Neutral,No mention,No mention,No mention,Positive,No mention,Negative,No mention
593,q8pu9u7rdo1YK3RmgphPjA,No mention,No mention,Positive,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
594,qNXAR7i6Tb3m0J0UBurj6g,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
595,qUH2FppY7RL96F5tXzA0hQ,Positive,Positive,Negative,No mention,Positive,Positive,Positive,No mention,No mention,Positive,No mention,Neutral,No mention,Negative,No mention,Positive,No mention,No mention,Positive,Negative,Positive
596,qVitsouI4aBiYx1_Fjn0Pg,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,Positive
597,qfOuGY0MMh068ZFDbG5Egw,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention
598,qyS7KHJNRR_1x-zIhDScBA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,Negative,Negative,No mention
599,qyXcWGL5-bU_uV2VKxqzTw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
600,r2IhvKZQ_wLR5mLBnPOilg,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,Negative,Positive,No mention,No mention,No mention,Negative,Negative,Negative,Positive
601,r5sQtvsO4OVJgEH5H3uEAg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
602,r8tU21scBflMxWiBESPtRQ,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Negative,No mention,Positive,Positive,Negative,Positive
603,r926yelr_EJAKQCjdD6AWA,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
604,rU8HgGMR8Qd8_SkvKANdEA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,Negative,Negative,Positive
605,rUePoREIOze59D3fd6B6ew,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Positive,No mention,Neutral,No mention,Negative,No mention,No mention,Negative,Positive,Positive,Negative,Negative
606,rh6O8NtKJUhqZ0G2Pkpj2Q,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
607,rsEy48n_jB0I-Mofec1NJA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,No mention,Neutral,No mention,Positive,No mention,Negative,Positive
608,s-iUpeKVCuPd5m4OJ3HixQ,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Negative,Negative
609,s193M1ymKdtefjhOz90Sjg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
610,s4k1P9FHfPUzw3dqXRp7eA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive
611,sLfc9_WCN0lcTeUIA3X2og,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,Positive,Negative,Positive
612,sOTBr5NXzRakDMX4XIqUdQ,Negative,Negative,No mention,No mention,No mention,Negative,Neutral,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Neutral,No mention,No mention,Positive,Negative,Negative
613,sQFk2gZFUCmLhfYX0ufPbA,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
614,sc-MRSa8K0BTE5m3tmgrQw,Positive,Neutral,No mention,No mention,Positive,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Positive,Positive,Negative,Positive
615,scH9yupjqMr-XP3bzJGY0A,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Positive,Negative,Positive
616,sdzD-6O7eKIYgF9WzOuasg,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
617,sj2o49ZCq2iJlZxDNrHDaA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,Positive,Negative,Negative,Positive
618,sjNVeNqhDjEFHoOybnt2ug,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
619,sk0IM8koYo1o9-k_rpkmxQ,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention
620,skY6r8WAkYqpV7_TxNm23w,Positive,Positive,Positive,Positive,Positive,Positive,Positive,No mention,No mention,Positive,No mention,Negative,No mention,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive
621,soaZ7_oU7xcphlw6gpWblg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Negative,No mention
622,sor6oj-nuslOcSx7di4urA,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Negative,Negative,Negative,Negative
623,ssZSQ7HzLFBbm41gWubXKQ,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,Positive,Negative,Positive
624,sxuv5uZU15UHGT_HB1xYxQ,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
625,syuKX2pH3JJhOOppzNI6SA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Positive,Positive
626,sz5SMsTOTAshdfsaK98-TA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
627,tVi7W7zo7ihpX1Izf-9gBQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,No mention
628,tf6S06LD09IFDHUpOPqPaw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Negative
629,thlyktt2c7v1DyOpSVSibw,Positive,Positive,Positive,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,Negative,No mention,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
630,tiSIiacOzflrMMwJEXVFIA,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,Negative,No mention,Negative,No mention,No mention,No mention,Negative,Negative,No mention,No mention,Negative,Positive
631,tjIIpbimdbi9Lrb-DoIzKg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
632,tthy48ZIX_wfY8Dy0Dvg6w,Positive,Neutral,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Neutral,Positive,Negative,Positive,Positive
633,tyt3pz0x3ZB8GXsSx1a9Aw,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Negative,Positive
